code_anon,timestamp
168,2023-03-04 14:37:58.773
48,2023-03-04 14:38:02.355
142,2023-03-04 14:38:04.289
82,2023-03-04 14:38:31.505
80,2023-03-04 14:38:49.970
52,2023-03-04 14:38:52.071
143,2023-03-04 14:38:52.527
38,2023-03-04 14:38:58.971
88,2023-03-04 14:39:04.352
147,2023-03-04 14:39:06.444
164,2023-03-04 14:39:06.974
86,2023-03-04 14:40:50.829
183,2023-03-04 14:44:54.921
121,2023-03-04 14:44:55.289
42,2023-03-04 14:44:55.340
50,2023-03-04 14:44:55.537
66,2023-03-04 14:44:55.546
30,2023-03-04 14:44:56.132
125,2023-03-04 14:44:56.149
115,2023-03-04 14:44:56.340
72,2023-03-04 14:44:56.748
187,2023-03-04 14:44:56.962
148,2023-03-04 14:44:57.079
179,2023-03-04 14:44:57.129
87,2023-03-04 14:44:57.219
32,2023-03-04 14:44:57.273
44,2023-03-04 14:44:57.140
56,2023-03-04 14:44:57.769
100,2023-03-04 14:44:58.042
124,2023-03-04 14:44:58.986
63,2023-03-04 14:44:59.934
157,2023-03-04 14:44:59.873
154,2023-03-04 14:45:00.652
117,2023-03-04 14:45:00.745
0,2023-03-04 14:45:00.976
47,2023-03-04 14:45:01.243
64,2023-03-04 14:45:01.390
16,2023-03-04 14:45:02.386
174,2023-03-04 14:45:02.446
21,2023-03-04 14:45:02.956
22,2023-03-04 14:45:03.282
149,2023-03-04 14:45:03.860
73,2023-03-04 14:45:04.203
135,2023-03-04 14:45:04.282
137,2023-03-04 14:45:04.176
156,2023-03-04 14:45:04.234
93,2023-03-04 14:45:04.843
41,2023-03-04 14:45:04.634
4,2023-03-04 14:45:05.128
132,2023-03-04 14:45:05.254
5,2023-03-04 14:45:05.395
85,2023-03-04 14:45:05.619
57,2023-03-04 14:45:06.036
71,2023-03-04 14:45:06.184
173,2023-03-04 14:45:10.549
98,2023-03-04 14:45:15.010
8,2023-03-04 14:45:17.369
33,2023-03-04 14:45:22.526
144,2023-03-04 14:45:46.501
145,2023-03-04 14:46:17.102
153,2023-03-04 14:47:13.284
89,2023-03-04 14:47:39.658
165,2023-03-04 14:47:53.471
12,2023-03-04 14:48:16.582
113,2023-03-04 14:48:26.629
81,2023-03-04 14:48:38.223
188,2023-03-04 14:48:38.411
65,2023-03-04 14:48:38.867
49,2023-03-04 14:48:39.021
155,2023-03-04 14:48:40.575
152,2023-03-04 14:48:41.398
111,2023-03-04 14:48:41.301
77,2023-03-04 14:48:41.596
136,2023-03-04 14:48:42.900
86,2023-03-04 14:48:48.916
128,2023-03-04 14:48:47.586
146,2023-03-04 14:48:49.068
100,2023-03-04 14:48:51.025
38,2023-03-04 14:48:51.679
9,2023-03-04 14:48:50.729
169,2023-03-04 14:48:57.721
112,2023-03-04 14:48:59.186
35,2023-03-04 14:48:59.714
140,2023-03-04 14:49:01.195
170,2023-03-04 14:49:00.419
169,2023-03-04 14:49:02.613
1,2023-03-04 14:49:02.910
141,2023-03-04 14:49:03.614
136,2023-03-04 14:49:04.870
128,2023-03-04 14:49:07.286
161,2023-03-04 14:49:10.038
84,2023-03-04 14:49:11.222
98,2023-03-04 14:49:12.090
1,2023-03-04 14:49:14.237
68,2023-03-04 14:49:19.745
84,2023-03-04 14:49:22.088
39,2023-03-04 14:49:22.018
91,2023-03-04 14:49:25.132
1,2023-03-04 14:49:29.669
169,2023-03-04 14:49:39.518
180,2023-03-04 14:50:10.913
37,2023-03-04 14:50:36.148
142,2023-03-04 14:50:37.053
84,2023-03-04 14:50:39.828
55,2023-03-04 14:50:45.271
84,2023-03-04 14:50:48.044
28,2023-03-04 14:50:59.109
84,2023-03-04 14:51:00.301
25,2023-03-04 14:51:07.482
158,2023-03-04 14:51:16.520
152,2023-03-04 14:51:19.902
7,2023-03-04 14:51:18.796
4,2023-03-04 14:51:40.963
27,2023-03-04 14:51:42.014
